url,team,contingent,sport,FinalPosition
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9001bc4d-e919-4c02-9649-d521b2e8118c&SetLanguage=en-CA,SK,Saskatchewan,Biathlon 3 x 7.5 km Relay Male,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a8f820e2-37db-441c-b2c7-a13b2d04819a&SetLanguage=en-CA,SK,Saskatchewan,Hockey Male,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a5eaa5e5-db10-43d4-9c96-983f8a0d955b&SetLanguage=en-CA,SK,Saskatchewan,Curling Male,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a7be6856-0681-4a31-b0e4-c67e2b317bf8&SetLanguage=en-CA,SK,Saskatchewan,Speed Skating Long Track - Team Pursuit Male,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=dd4709b4-0250-4b28-97b2-bf08765e9820&SetLanguage=en-CA,SK,Saskatchewan,Curling Female,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a0e595fd-6f74-487b-a54e-0be3aab99f9a&SetLanguage=en-CA,SK,Saskatchewan,Badminton Team Competition Mix,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=1680b453-cb63-4f8a-9dfb-c8c12fdb1998&SetLanguage=en-CA,SK,Saskatchewan,Table Tennis Doubles Female,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9395f4ed-7af1-4ca3-9414-c9087a826054&SetLanguage=en-CA,SK,Saskatchewan,Gymnastics Trampoline - Synchro Female,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=d1e5bbb3-b8a0-4fea-81a3-16f94dc53755&SetLanguage=en-CA,SK,Saskatchewan,Archery Recurve - Team Mix,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=26fa6a08-9988-4267-8263-14c547efb545&SetLanguage=en-CA,SK,Saskatchewan,Gymnastics Artistic - Team Event Female,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=7576b8e5-cecc-4e0a-a9bf-213ad8882f6a&SetLanguage=en-CA,SK,Saskatchewan,Judo Team Competition Female,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=4ffa080f-c3e7-4c7b-b6d1-636f26f5894e&SetLanguage=en-CA,SK,Saskatchewan,Table Tennis Doubles Male,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=7cf4019f-6a4b-4044-9ba6-0d0371ac33c7&SetLanguage=en-CA,SK,Saskatchewan,Hockey Female,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=839e089a-00f6-4e75-8c88-31e88acc0e77&SetLanguage=en-CA,SK,Saskatchewan,Table Tennis Team Female,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=d3e2ccb4-104b-431e-9362-331bbd86be25&SetLanguage=en-CA,SK,Saskatchewan,Archery Compound - Team Mix,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=07d4ed8b-33ee-478f-9bbf-6babaaab6d7f&SetLanguage=en-CA,SK,Saskatchewan,Table Tennis Team Male,7
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=c7b776a2-9146-4f45-ac70-3ff54201a098&SetLanguage=en-CA,SK,Saskatchewan,Ringette Female,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=1a5a6e5e-4498-4baa-ba81-3ebfe65ff37c&SetLanguage=en-CA,SK,Saskatchewan,Squash Team Competition Male,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=6ab3140d-9183-41b7-af46-6bdfb5d93e52&SetLanguage=en-CA,SK,Saskatchewan,Judo Team Competition Male,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=dc46ede3-8a35-48f5-bfb2-5a852d8eab52&SetLanguage=en-CA,SK,Saskatchewan,Artistic Swimming Team Female,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=a761c51d-ff82-4e60-bfd2-e9dbf540b003&SetLanguage=en-CA,SK,Saskatchewan,Speed Skating Long Track - Team Pursuit Female,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=f54ba8ad-ea39-48a4-9e3d-ec7c2d95b179&SetLanguage=en-CA,SK,Saskatchewan,Squash Team Competition Female,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=f4b2e7ab-c991-4752-9bb4-e1f01f9effe9&SetLanguage=en-CA,SK,Saskatchewan,Wheelchair Basketball Mix,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=41a51fd5-43cf-4fed-ac89-5f1e9be7b28c&SetLanguage=en-CA,SK-B,Saskatchewan,Cross Country Skiing Relay Mix,17
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=2294ac1c-ab96-43ba-9b3d-8d678e186ee8&SetLanguage=en-CA,Spott/Whitten,Ontario,Artistic Swimming Duet Female,Bronze
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=1f9c0ad4-0cd9-424b-a420-f6942d25b5d7&SetLanguage=en-CA,SK,Saskatchewan,Gymnastics Artistic - Team Event Male,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=e3b9f7f5-52fb-49b9-81a0-e6be37392d56&SetLanguage=en-CA,SK,Saskatchewan,Speed Skating Short Track - Team Relay Male,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=1446271d-c82a-4e55-a7ec-df56cf3386d3&SetLanguage=en-CA,Sohani/Sohani,Saskatchewan,Badminton Doubles Male,5
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=7f6db2c4-8d7c-4e45-8d13-bea81ec169a0&SetLanguage=en-CA,SK-A,Saskatchewan,Cross Country Skiing Relay Mix,12
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=2aefe338-6883-446a-bdb4-2a60ef211e18&SetLanguage=en-CA,Wang/Wadia,Alberta,Badminton Doubles Mix,Silver
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=7f5b99ab-b7de-4bc8-a141-bf5ab9fc6de9&SetLanguage=en-CA,Wilberforce/Wright,Ontario,Figure Skating Pairs Pre-Novice Mix,Gold
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=c825650d-9f08-4351-b8d1-05fd52a2bb23&SetLanguage=en-CA,YT,Yukon,Hockey Female,12
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=779527df-33d2-43c2-91b5-0e7c6435ea5d&SetLanguage=en-CA,YT,Yukon,Hockey Male,13
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=5bc5a88d-f19a-4960-958e-14abd4cfcfc9&SetLanguage=en-CA,YT,Yukon,Archery Compound - Team Mix,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=ebc62000-1d0d-4f4c-a36d-87ac75903e92&SetLanguage=en-CA,YT,Yukon,Biathlon 3 x 7.5 km Relay Male,6
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=c03067da-cdaa-4a0c-a5e3-88a3dbb82447&SetLanguage=en-CA,YT,Yukon,Table Tennis Doubles Mix,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=1fa4a50c-5d97-40f6-a035-1907239894a1&SetLanguage=en-CA,YT,Yukon,Biathlon 3 x 6 km Relay Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=d36ace01-53ee-407f-bea4-2a91235e51cc&SetLanguage=en-CA,YT,Yukon,Table Tennis Doubles Female,11
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=c8ea5ffa-cc36-4c35-aaa7-1e403ea8cb75&SetLanguage=en-CA,YT,Yukon,Judo Team Competition Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=1d798702-922a-4259-91f0-1949bee31d67&SetLanguage=en-CA,YT,Yukon,Table Tennis Doubles Male,12
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=83fa61da-a88e-4450-95f7-f7e60ad03382&SetLanguage=en-CA,YT,Yukon,Judo Team Competition Male,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9b319e68-2b22-42e6-a02b-271e816c74ad&SetLanguage=en-CA,YT,Yukon,Speed Skating Short Track - Team Relay Male,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=c78450ba-e67c-41b2-bfe3-357bbb891751&SetLanguage=en-CA,YT,Yukon,Squash Team Competition Male,12
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=490475df-1792-4227-b316-cda494330e37&SetLanguage=en-CA,YT,Yukon,Gymnastics Artistic - Team Event Male,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=b9cdb9ce-d9cc-48ff-b2a4-959f692668e9&SetLanguage=en-CA,YT,Yukon,Archery Recurve - Team Mix,9
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=9b6e5590-caff-432e-b579-c7fd6312f9c2&SetLanguage=en-CA,YT,Yukon,Gymnastics Artistic - Team Event Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=0a349437-dfef-409b-ab91-b4c2cd9ea87d&SetLanguage=en-CA,YT,Yukon,Table Tennis Team Female,11
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=6a853910-51ac-4fb6-9359-ac67b3786e1d&SetLanguage=en-CA,YT,Yukon,Speed Skating Short Track - Team Relay Female,
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=aac6432e-bedf-465d-9949-923329b13f2d&SetLanguage=en-CA,YT,Yukon,Table Tennis Team Male,12
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=10cfe32d-15b0-4f43-bb93-cde95145c420&SetLanguage=en-CA,YT,Yukon,Badminton Team Competition Mix,11
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=eb9b11d4-7f69-4963-8b58-8a5dffb66ca3&SetLanguage=en-CA,YT-A,Yukon,Cross Country Skiing Relay Mix,4
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=140a6546-e5a5-4041-a16e-1134aaafcb2b&SetLanguage=en-CA,YT-B,Yukon,Cross Country Skiing Relay Mix,8
https://cg2019.gems.pro/Result/ShowTeam.aspx?Team_GUID=dc49922e-8a86-4dcb-88c8-9d55f58e35a3&SetLanguage=en-CA,Zheng/Zhu,Prince Edward Island,Badminton Doubles Mix,33
